,date,sender,transaction_amount,balance,transaction_type
16786,21-07-2019,Eve,132.16,132.16,deposit
16787,21-07-2019,David,118.64,-118.64,withdrawal
16788,21-07-2019,Alice,304.69,-304.69,withdrawal
16789,21-07-2019,Alice,277.9,277.9,deposit
16790,21-07-2019,Bob,165.29,165.29,deposit
16791,21-07-2019,Eve,48.53,-48.53,withdrawal
16792,22-07-2019,Alice,20.51,20.51,deposit
16793,22-07-2019,Alice,113.68,113.68,deposit
16794,22-07-2019,Eve,568.67,568.67,deposit
16795,22-07-2019,David,36.66,36.66,deposit
16796,22-07-2019,Charlie,351.69,-351.69,withdrawal
16797,22-07-2019,Bob,279.3,279.3,deposit
16798,22-07-2019,Charlie,11.04,-11.04,withdrawal
16799,22-07-2019,Alice,10.35,10.35,deposit
16800,22-07-2019,Alice,407.04,-407.04,withdrawal
16801,22-07-2019,David,67.95,67.95,deposit
16802,22-07-2019,David,170,-170,withdrawal
16803,22-07-2019,David,574.6,574.6,deposit
16804,22-07-2019,David,76.82,76.82,deposit
16805,23-07-2019,Eve,305.44,-305.44,withdrawal
16806,23-07-2019,Bob,135.08,-135.08,withdrawal
16807,23-07-2019,David,677.98,677.98,deposit
16808,23-07-2019,Alice,191.04,191.04,deposit
16809,23-07-2019,Eve,490.45,-490.45,withdrawal
16810,23-07-2019,Charlie,20.56,-20.56,withdrawal
16811,23-07-2019,Alice,468.61,-468.61,withdrawal
16812,24-07-2019,Charlie,227.38,227.38,deposit
16813,24-07-2019,Bob,223.6,223.6,deposit
16814,24-07-2019,Bob,205.47,205.47,deposit
16815,24-07-2019,David,80.32,-80.32,withdrawal
16816,24-07-2019,Bob,152.27,-152.27,withdrawal
16817,24-07-2019,Alice,265.48,-265.48,withdrawal
16818,24-07-2019,Alice,81.44,81.44,deposit
16819,24-07-2019,Bob,301.15,-301.15,withdrawal
16820,24-07-2019,Alice,144.76,-144.76,withdrawal
16821,24-07-2019,Bob,100.71,-100.71,withdrawal
16822,24-07-2019,David,20.47,20.47,deposit
16823,24-07-2019,David,785.8,785.8,deposit
16824,25-07-2019,Eve,387.13,387.13,deposit
16825,25-07-2019,Alice,178.59,-178.59,withdrawal
16826,25-07-2019,Alice,127.61,127.61,deposit
16827,25-07-2019,Eve,196.37,196.37,deposit
16828,25-07-2019,David,446.68,446.68,deposit
16829,25-07-2019,Bob,339.28,339.28,deposit
16830,25-07-2019,Alice,102.33,-102.33,withdrawal
16831,25-07-2019,Alice,176.47,-176.47,withdrawal
16832,25-07-2019,Alice,59.76,-59.76,withdrawal
16833,26-07-2019,Bob,612.87,612.87,deposit
16834,26-07-2019,Alice,27.17,27.17,deposit
16835,26-07-2019,David,162.02,162.02,deposit
16836,26-07-2019,Eve,430.79,430.79,deposit
16837,26-07-2019,Charlie,411.26,411.26,deposit
16838,26-07-2019,Bob,43.61,-43.61,withdrawal
16839,26-07-2019,Bob,131.31,131.31,deposit
16840,27-07-2019,Alice,105.2,-105.2,withdrawal
16841,27-07-2019,Bob,726.74,-726.74,withdrawal
16842,27-07-2019,Alice,49.28,-49.28,withdrawal
16843,27-07-2019,Alice,49.98,-49.98,withdrawal
16844,27-07-2019,Eve,454.25,454.25,deposit
16845,27-07-2019,Bob,50.49,-50.49,withdrawal
16846,27-07-2019,Alice,0.65,0.65,deposit
16847,28-07-2019,Charlie,55.95,55.95,deposit
16848,28-07-2019,Bob,89.98,89.98,deposit
16849,28-07-2019,Charlie,38.25,-38.25,withdrawal
16850,28-07-2019,Charlie,522.56,-522.56,withdrawal
16851,28-07-2019,Alice,105.96,105.96,deposit
16852,28-07-2019,David,60.72,-60.72,withdrawal
16853,29-07-2019,Eve,13.14,13.14,deposit
16854,29-07-2019,Bob,146.75,-146.75,withdrawal
16855,29-07-2019,Eve,142.9,-142.9,withdrawal
16856,29-07-2019,Alice,117.54,117.54,deposit
16857,29-07-2019,Bob,491.66,491.66,deposit
16858,29-07-2019,Bob,97.76,97.76,deposit
16859,29-07-2019,David,731.26,-731.26,withdrawal
16860,29-07-2019,Charlie,760.14,-760.14,withdrawal
16861,29-07-2019,David,176.19,176.19,deposit
16862,29-07-2019,Eve,56.5,-56.5,withdrawal
16863,29-07-2019,Charlie,799.96,799.96,deposit
16864,30-07-2019,Alice,38.98,-38.98,withdrawal
16865,30-07-2019,Eve,434.48,434.48,deposit
16866,30-07-2019,Bob,453.36,453.36,deposit
16867,30-07-2019,Bob,45.13,45.13,deposit
16868,30-07-2019,David,72.09,-72.09,withdrawal
16869,30-07-2019,David,354.17,354.17,deposit
16870,31-07-2019,Bob,435.93,-435.93,withdrawal
16871,31-07-2019,David,423.29,423.29,deposit
16872,31-07-2019,Charlie,444.65,444.65,deposit
16873,31-07-2019,David,498.28,498.28,deposit
16874,31-07-2019,Bob,346.54,-346.54,withdrawal
16875,31-07-2019,Eve,425.43,-425.43,withdrawal
16876,31-07-2019,Alice,329.58,-329.58,withdrawal
16877,31-07-2019,David,45.67,-45.67,withdrawal
16878,01-08-2019,Eve,186.75,186.75,deposit
16879,01-08-2019,David,34.33,34.33,deposit
16880,01-08-2019,Eve,187.88,-187.88,withdrawal
16881,01-08-2019,Alice,570.19,-570.19,withdrawal
16882,01-08-2019,David,686.38,686.38,deposit
16883,01-08-2019,Eve,260.73,260.73,deposit
16884,02-08-2019,Alice,594.98,594.98,deposit
16885,02-08-2019,Charlie,68.5,68.5,deposit
16886,02-08-2019,Eve,32.73,32.73,deposit
16887,02-08-2019,David,236.73,-236.73,withdrawal
16888,02-08-2019,Eve,557.53,-557.53,withdrawal
16889,02-08-2019,Bob,68.86,-68.86,withdrawal
16890,03-08-2019,Alice,269.57,269.57,deposit
16891,03-08-2019,David,263.75,-263.75,withdrawal
16892,03-08-2019,Eve,665.4,-665.4,withdrawal
16893,03-08-2019,Alice,130.46,130.46,deposit
16894,03-08-2019,Bob,188.23,188.23,deposit
16895,03-08-2019,Alice,21.1,21.1,deposit
16896,03-08-2019,Alice,127.14,-127.14,withdrawal
16897,03-08-2019,Eve,318.31,-318.31,withdrawal
16898,03-08-2019,Bob,47.73,-47.73,withdrawal
16899,03-08-2019,Alice,50.91,50.91,deposit
16900,03-08-2019,David,96.21,96.21,deposit
16901,03-08-2019,David,132.64,132.64,deposit
16902,03-08-2019,Bob,42.87,-42.87,withdrawal
16903,04-08-2019,Eve,34.51,34.51,deposit
16904,04-08-2019,Alice,107.75,107.75,deposit
16905,04-08-2019,Charlie,85.58,-85.58,withdrawal
16906,04-08-2019,David,130.68,130.68,deposit
16907,04-08-2019,Bob,38.35,-38.35,withdrawal
16908,04-08-2019,Bob,324.96,324.96,deposit
16909,04-08-2019,Charlie,47.72,-47.72,withdrawal
16910,05-08-2019,Eve,226.49,226.49,deposit
16911,05-08-2019,Charlie,4.7,-4.7,withdrawal
16912,05-08-2019,David,731.66,731.66,deposit
16913,05-08-2019,Bob,329.4,-329.4,withdrawal
16914,05-08-2019,Charlie,38.86,-38.86,withdrawal
16915,05-08-2019,Bob,224.57,224.57,deposit
16916,05-08-2019,Eve,453.81,-453.81,withdrawal
16917,05-08-2019,Alice,94.32,94.32,deposit
16918,05-08-2019,Bob,205.43,-205.43,withdrawal
16919,06-08-2019,Alice,522.08,522.08,deposit
16920,06-08-2019,Charlie,69.85,-69.85,withdrawal
16921,06-08-2019,Bob,110.19,110.19,deposit
16922,06-08-2019,Alice,110.54,110.54,deposit
16923,06-08-2019,Charlie,23.76,23.76,deposit
16924,06-08-2019,Charlie,318.36,318.36,deposit
16925,06-08-2019,David,136.67,136.67,deposit
16926,07-08-2019,Charlie,16.6,-16.6,withdrawal
16927,07-08-2019,Eve,58.3,-58.3,withdrawal
16928,07-08-2019,Charlie,42.22,-42.22,withdrawal
16929,07-08-2019,Eve,91.1,-91.1,withdrawal
16930,07-08-2019,Bob,332.31,-332.31,withdrawal
16931,07-08-2019,Bob,37.5,37.5,deposit
16932,07-08-2019,Alice,220.81,220.81,deposit
16933,07-08-2019,Bob,134.84,134.84,deposit
16934,08-08-2019,David,310.96,310.96,deposit
16935,08-08-2019,Eve,163.64,-163.64,withdrawal
16936,08-08-2019,Bob,293.77,-293.77,withdrawal
16937,08-08-2019,Alice,74.31,74.31,deposit
16938,08-08-2019,Alice,9,9,deposit
16939,08-08-2019,Alice,2.17,2.17,deposit
16940,08-08-2019,David,184.73,184.73,deposit
16941,08-08-2019,Alice,154.32,-154.32,withdrawal
16942,08-08-2019,Charlie,1097.02,1097.02,deposit
16943,08-08-2019,Bob,55.47,55.47,deposit
16944,08-08-2019,Eve,39.19,39.19,deposit
16945,08-08-2019,Eve,36.31,36.31,deposit
16946,09-08-2019,Charlie,75.9,-75.9,withdrawal
16947,09-08-2019,David,73.62,-73.62,withdrawal
16948,09-08-2019,Alice,889.04,-889.04,withdrawal
16949,09-08-2019,Eve,117.77,117.77,deposit
16950,09-08-2019,David,321.1,-321.1,withdrawal
16951,09-08-2019,David,25.88,-25.88,withdrawal
16952,09-08-2019,David,1509.9,1509.9,deposit
16953,09-08-2019,David,116.1,-116.1,withdrawal
16954,09-08-2019,Alice,21.96,21.96,deposit
16955,09-08-2019,Eve,337.51,-337.51,withdrawal
16956,10-08-2019,Eve,8.32,-8.32,withdrawal
16957,10-08-2019,Bob,74.29,-74.29,withdrawal
16958,10-08-2019,Bob,185.52,-185.52,withdrawal
16959,10-08-2019,Charlie,92.33,-92.33,withdrawal
16960,10-08-2019,Alice,33.07,33.07,deposit
16961,10-08-2019,Charlie,70.31,-70.31,withdrawal
16962,11-08-2019,Charlie,240.54,-240.54,withdrawal
16963,11-08-2019,David,104.55,104.55,deposit
16964,11-08-2019,Charlie,136.18,-136.18,withdrawal
16965,11-08-2019,Alice,656.65,656.65,deposit
16966,11-08-2019,Alice,227.44,-227.44,withdrawal
16967,11-08-2019,Alice,61.77,-61.77,withdrawal
16968,11-08-2019,Alice,165.33,-165.33,withdrawal
16969,11-08-2019,Eve,74.04,74.04,deposit
16970,11-08-2019,Charlie,240.29,240.29,deposit
16971,11-08-2019,Eve,87.28,-87.28,withdrawal
16972,11-08-2019,Alice,272.63,272.63,deposit
16973,11-08-2019,Charlie,277.11,277.11,deposit
16974,11-08-2019,Alice,343.29,343.29,deposit
16975,11-08-2019,Bob,1.27,1.27,deposit
16976,11-08-2019,Eve,0.94,-0.94,withdrawal
16977,11-08-2019,Charlie,59.29,-59.29,withdrawal
16978,12-08-2019,Alice,150.5,-150.5,withdrawal
16979,12-08-2019,Bob,52.92,52.92,deposit
16980,12-08-2019,Eve,88.06,88.06,deposit
16981,12-08-2019,Charlie,576.86,-576.86,withdrawal
16982,13-08-2019,David,354.03,-354.03,withdrawal
16983,13-08-2019,David,17.07,-17.07,withdrawal
16984,13-08-2019,Charlie,186.2,186.2,deposit
16985,13-08-2019,Alice,265.81,-265.81,withdrawal
16986,13-08-2019,David,646.73,-646.73,withdrawal
16987,13-08-2019,David,52.65,52.65,deposit
16988,13-08-2019,Eve,60.42,60.42,deposit
16989,14-08-2019,David,132.65,-132.65,withdrawal
16990,14-08-2019,Charlie,30.19,30.19,deposit
16991,14-08-2019,Eve,195.8,195.8,deposit
16992,14-08-2019,Bob,614.66,-614.66,withdrawal
16993,14-08-2019,Charlie,11.58,-11.58,withdrawal
16994,14-08-2019,Alice,64.07,-64.07,withdrawal
16995,14-08-2019,Charlie,1610.4,1610.4,deposit
16996,15-08-2019,Alice,298.2,298.2,deposit
16997,15-08-2019,Charlie,300.64,300.64,deposit
16998,15-08-2019,Eve,278,-278,withdrawal
16999,15-08-2019,Bob,16.84,16.84,deposit
17000,15-08-2019,Bob,30.06,30.06,deposit
17001,15-08-2019,Charlie,1.1,-1.1,withdrawal
17002,15-08-2019,Bob,288.84,288.84,deposit
17003,16-08-2019,Bob,360.63,360.63,deposit
17004,16-08-2019,Bob,296.45,-296.45,withdrawal
17005,16-08-2019,Charlie,132.15,-132.15,withdrawal
17006,16-08-2019,Alice,273.68,-273.68,withdrawal
17007,16-08-2019,Bob,182.07,-182.07,withdrawal
17008,16-08-2019,Charlie,91.31,91.31,deposit
17009,17-08-2019,Alice,38.32,38.32,deposit
17010,17-08-2019,Alice,386.38,386.38,deposit
17011,17-08-2019,David,103.42,-103.42,withdrawal
17012,17-08-2019,Alice,75.95,75.95,deposit
17013,17-08-2019,Charlie,38.11,-38.11,withdrawal
17014,17-08-2019,Eve,310.27,-310.27,withdrawal
17015,17-08-2019,David,362.28,362.28,deposit
17016,17-08-2019,Bob,4.95,-4.95,withdrawal
17017,18-08-2019,David,124.59,-124.59,withdrawal
17018,18-08-2019,Alice,6.83,-6.83,withdrawal
17019,18-08-2019,Charlie,132.18,132.18,deposit
17020,18-08-2019,Charlie,11.42,-11.42,withdrawal
17021,18-08-2019,Eve,153.85,153.85,deposit
17022,18-08-2019,Alice,302.96,302.96,deposit
17023,18-08-2019,Bob,234.03,-234.03,withdrawal
17024,19-08-2019,Bob,107.77,107.77,deposit
17025,19-08-2019,Bob,38.09,38.09,deposit
17026,19-08-2019,Charlie,253.98,253.98,deposit
17027,19-08-2019,Charlie,61.1,-61.1,withdrawal
17028,19-08-2019,David,17.76,17.76,deposit
17029,19-08-2019,Eve,198.52,-198.52,withdrawal
17030,19-08-2019,Alice,102.74,-102.74,withdrawal
17031,19-08-2019,David,157.2,157.2,deposit
17032,19-08-2019,David,183.6,183.6,deposit
17033,19-08-2019,Charlie,302.37,-302.37,withdrawal
17034,19-08-2019,Alice,345.69,345.69,deposit
17035,19-08-2019,David,634.69,-634.69,withdrawal
17036,19-08-2019,Alice,371.52,-371.52,withdrawal
17037,19-08-2019,Eve,254.29,-254.29,withdrawal
17038,19-08-2019,Alice,63.27,63.27,deposit
17039,20-08-2019,Eve,433.24,433.24,deposit
17040,20-08-2019,Eve,211.95,211.95,deposit
17041,20-08-2019,Eve,87.95,87.95,deposit
17042,20-08-2019,Eve,425.09,425.09,deposit
17043,20-08-2019,David,107.03,107.03,deposit
17044,20-08-2019,David,20.66,-20.66,withdrawal
17045,21-08-2019,David,151.93,-151.93,withdrawal
17046,21-08-2019,Bob,79.24,79.24,deposit
17047,21-08-2019,Alice,69.2,69.2,deposit
17048,21-08-2019,Eve,173.27,-173.27,withdrawal
17049,21-08-2019,Charlie,139.19,-139.19,withdrawal
17050,21-08-2019,Eve,64.59,-64.59,withdrawal
17051,21-08-2019,David,40.68,-40.68,withdrawal
17052,21-08-2019,Eve,340.76,340.76,deposit
17053,21-08-2019,Charlie,232.79,-232.79,withdrawal
17054,22-08-2019,Eve,158.62,-158.62,withdrawal
17055,22-08-2019,Alice,794.95,794.95,deposit
17056,22-08-2019,Alice,563.42,563.42,deposit
17057,22-08-2019,Bob,32.39,32.39,deposit
17058,22-08-2019,David,46.92,46.92,deposit
17059,22-08-2019,David,145.05,-145.05,withdrawal
17060,22-08-2019,David,123.54,123.54,deposit
17061,22-08-2019,David,1036.57,-1036.57,withdrawal
17062,22-08-2019,Bob,1000.92,-1000.92,withdrawal
17063,22-08-2019,Charlie,153.12,-153.12,withdrawal
17064,23-08-2019,Alice,174.46,174.46,deposit
17065,23-08-2019,Bob,82.9,-82.9,withdrawal
17066,23-08-2019,David,35.8,35.8,deposit
17067,23-08-2019,Eve,149.48,-149.48,withdrawal
17068,23-08-2019,Charlie,70.86,-70.86,withdrawal
17069,23-08-2019,Charlie,39.64,39.64,deposit
17070,23-08-2019,Alice,318.66,-318.66,withdrawal
17071,23-08-2019,Charlie,604.84,-604.84,withdrawal
17072,23-08-2019,Alice,63.56,-63.56,withdrawal
17073,23-08-2019,Eve,0.84,-0.84,withdrawal
17074,24-08-2019,Bob,107.42,-107.42,withdrawal
17075,24-08-2019,Alice,560.1,560.1,deposit
17076,24-08-2019,David,209.39,209.39,deposit
17077,24-08-2019,David,397.55,-397.55,withdrawal
17078,24-08-2019,Eve,364.42,-364.42,withdrawal
17079,24-08-2019,Eve,506.8,506.8,deposit
17080,24-08-2019,Bob,8.49,8.49,deposit
17081,24-08-2019,Bob,60.89,60.89,deposit
17082,25-08-2019,Charlie,24.06,-24.06,withdrawal
17083,25-08-2019,Bob,673.12,673.12,deposit
17084,25-08-2019,Eve,671.12,-671.12,withdrawal
17085,25-08-2019,Eve,57.7,-57.7,withdrawal
17086,25-08-2019,David,244.22,244.22,deposit
17087,25-08-2019,Eve,42.84,-42.84,withdrawal
17088,25-08-2019,Charlie,56.5,56.5,deposit
17089,25-08-2019,Eve,187.36,-187.36,withdrawal
17090,25-08-2019,Bob,204.38,-204.38,withdrawal
17091,25-08-2019,Charlie,115.04,115.04,deposit
17092,25-08-2019,David,51.81,51.81,deposit
17093,26-08-2019,Bob,145.74,-145.74,withdrawal
17094,26-08-2019,David,433.91,-433.91,withdrawal
17095,26-08-2019,Eve,167.32,167.32,deposit
17096,26-08-2019,Alice,106.73,-106.73,withdrawal
17097,26-08-2019,Bob,119.96,119.96,deposit
17098,26-08-2019,Bob,24.56,24.56,deposit
17099,26-08-2019,David,250.33,250.33,deposit
17100,26-08-2019,Bob,454.21,454.21,deposit
17101,26-08-2019,Eve,237.72,237.72,deposit
17102,26-08-2019,David,9.87,-9.87,withdrawal
17103,26-08-2019,Bob,291.43,291.43,deposit
17104,26-08-2019,David,252.77,-252.77,withdrawal
17105,26-08-2019,David,48.75,48.75,deposit
17106,27-08-2019,Bob,167.96,167.96,deposit
17107,27-08-2019,Charlie,45.41,45.41,deposit
17108,27-08-2019,Bob,28.74,28.74,deposit
17109,27-08-2019,Bob,136.25,136.25,deposit
17110,27-08-2019,Alice,280.2,280.2,deposit
17111,27-08-2019,Eve,51.98,51.98,deposit
17112,27-08-2019,David,559.81,-559.81,withdrawal
17113,27-08-2019,Bob,18.65,18.65,deposit
17114,27-08-2019,Bob,140.61,-140.61,withdrawal
17115,27-08-2019,Charlie,11.75,-11.75,withdrawal
17116,27-08-2019,Eve,16.12,16.12,deposit
17117,27-08-2019,David,212.4,212.4,deposit
17118,28-08-2019,Bob,65.68,-65.68,withdrawal
17119,28-08-2019,Alice,498.09,-498.09,withdrawal
17120,28-08-2019,Charlie,1069.63,-1069.63,withdrawal
17121,28-08-2019,Bob,0.79,0.79,deposit
17122,28-08-2019,Bob,284.67,-284.67,withdrawal
17123,28-08-2019,Eve,24.51,24.51,deposit
17124,28-08-2019,Bob,170.96,170.96,deposit
17125,28-08-2019,Alice,51.88,51.88,deposit
17126,29-08-2019,Charlie,305.28,305.28,deposit
17127,29-08-2019,Bob,38.72,38.72,deposit
17128,29-08-2019,Bob,417.18,-417.18,withdrawal
17129,29-08-2019,Bob,669.76,669.76,deposit
17130,29-08-2019,David,180.97,-180.97,withdrawal
17131,30-08-2019,David,146.92,146.92,deposit
17132,30-08-2019,Charlie,189.12,189.12,deposit
17133,30-08-2019,Charlie,253.13,253.13,deposit
17134,30-08-2019,Alice,107.68,-107.68,withdrawal
17135,30-08-2019,Bob,1.55,-1.55,withdrawal
17136,30-08-2019,Charlie,90.57,90.57,deposit
17137,31-08-2019,Charlie,107.69,107.69,deposit
17138,31-08-2019,Alice,821.53,-821.53,withdrawal
17139,31-08-2019,Alice,176.79,176.79,deposit
17140,31-08-2019,Bob,53.58,-53.58,withdrawal
17141,31-08-2019,Bob,48.52,-48.52,withdrawal
17142,31-08-2019,David,252.36,-252.36,withdrawal
17143,31-08-2019,Alice,80.8,-80.8,withdrawal
17144,31-08-2019,Alice,355.64,-355.64,withdrawal
17145,31-08-2019,Bob,91.43,-91.43,withdrawal
17146,31-08-2019,Bob,106.76,106.76,deposit
17147,31-08-2019,Charlie,12.72,-12.72,withdrawal
17148,01-09-2019,David,7.38,7.38,deposit
17149,01-09-2019,Charlie,105.58,105.58,deposit
17150,01-09-2019,David,79.25,79.25,deposit
17151,02-09-2019,Bob,473.02,-473.02,withdrawal
17152,02-09-2019,David,137.92,137.92,deposit
17153,02-09-2019,Eve,33.43,-33.43,withdrawal
17154,02-09-2019,Charlie,6.07,6.07,deposit
17155,02-09-2019,David,47.29,47.29,deposit
17156,02-09-2019,David,292.93,-292.93,withdrawal
17157,02-09-2019,Alice,60.57,60.57,deposit
17158,02-09-2019,David,66.33,66.33,deposit
17159,02-09-2019,Alice,309.64,-309.64,withdrawal
17160,03-09-2019,David,40.86,-40.86,withdrawal
17161,03-09-2019,Alice,234.42,234.42,deposit
17162,03-09-2019,Alice,91.58,91.58,deposit
17163,03-09-2019,Eve,59.16,59.16,deposit
17164,03-09-2019,Bob,82.41,-82.41,withdrawal
17165,04-09-2019,Alice,554.52,-554.52,withdrawal
17166,04-09-2019,David,542.44,542.44,deposit
17167,04-09-2019,David,109.57,-109.57,withdrawal
17168,04-09-2019,Bob,539.52,-539.52,withdrawal
17169,04-09-2019,David,21.07,21.07,deposit
17170,04-09-2019,Charlie,142.15,142.15,deposit
17171,04-09-2019,Eve,28.62,28.62,deposit
17172,04-09-2019,David,156.95,-156.95,withdrawal
17173,04-09-2019,David,73.95,73.95,deposit
17174,04-09-2019,Charlie,74.72,74.72,deposit
17175,05-09-2019,Charlie,83.7,83.7,deposit
17176,05-09-2019,Eve,193.21,-193.21,withdrawal
17177,05-09-2019,Bob,5.74,5.74,deposit
17178,05-09-2019,David,320.34,320.34,deposit
17179,05-09-2019,Charlie,34.75,-34.75,withdrawal
17180,05-09-2019,Alice,396.01,-396.01,withdrawal
17181,05-09-2019,Eve,339.03,-339.03,withdrawal
17182,05-09-2019,Charlie,38.59,38.59,deposit
17183,05-09-2019,Alice,87.89,87.89,deposit
17184,06-09-2019,Charlie,114.59,-114.59,withdrawal
17185,06-09-2019,Bob,233.12,-233.12,withdrawal
17186,06-09-2019,Bob,91.41,-91.41,withdrawal
17187,06-09-2019,Alice,9.23,9.23,deposit
17188,06-09-2019,Bob,377.4,-377.4,withdrawal
17189,06-09-2019,Alice,64.62,64.62,deposit
17190,06-09-2019,Charlie,352.91,352.91,deposit
17191,06-09-2019,Charlie,204.46,204.46,deposit
17192,06-09-2019,Charlie,1296.15,1296.15,deposit
17193,06-09-2019,Charlie,311.03,311.03,deposit
17194,06-09-2019,Bob,181.28,-181.28,withdrawal
17195,06-09-2019,David,50.58,-50.58,withdrawal
17196,07-09-2019,Charlie,16.8,-16.8,withdrawal
17197,07-09-2019,David,102.78,102.78,deposit
17198,07-09-2019,Alice,29.87,-29.87,withdrawal
17199,07-09-2019,Alice,274.52,-274.52,withdrawal
17200,07-09-2019,David,557.56,557.56,deposit
17201,07-09-2019,Bob,36.55,-36.55,withdrawal
17202,07-09-2019,Alice,112.44,-112.44,withdrawal
17203,07-09-2019,Alice,313.5,313.5,deposit
17204,08-09-2019,Alice,118.46,-118.46,withdrawal
17205,08-09-2019,Eve,695.45,695.45,deposit
17206,08-09-2019,David,136.84,136.84,deposit
17207,08-09-2019,David,78.26,78.26,deposit
17208,08-09-2019,David,35.88,35.88,deposit
17209,08-09-2019,Eve,187.4,-187.4,withdrawal
17210,08-09-2019,Bob,170.17,-170.17,withdrawal
17211,08-09-2019,David,15.38,15.38,deposit
17212,08-09-2019,Bob,326.27,326.27,deposit
17213,08-09-2019,Bob,42.48,-42.48,withdrawal
17214,08-09-2019,Charlie,41.99,41.99,deposit
17215,08-09-2019,Bob,81.39,81.39,deposit
17216,08-09-2019,Bob,5.25,5.25,deposit
17217,09-09-2019,David,107.82,107.82,deposit
17218,09-09-2019,Alice,1.65,1.65,deposit
17219,10-09-2019,Bob,478.07,478.07,deposit
17220,10-09-2019,Bob,16.67,-16.67,withdrawal
17221,10-09-2019,Bob,188.11,-188.11,withdrawal
17222,10-09-2019,David,232.07,-232.07,withdrawal
17223,10-09-2019,Bob,30.87,-30.87,withdrawal
17224,10-09-2019,Eve,37.79,-37.79,withdrawal
17225,10-09-2019,Alice,24.45,-24.45,withdrawal
17226,10-09-2019,Alice,70.28,70.28,deposit
17227,10-09-2019,David,86.13,-86.13,withdrawal
17228,11-09-2019,Bob,189.21,-189.21,withdrawal
17229,11-09-2019,Eve,117.67,117.67,deposit
17230,11-09-2019,David,460.17,460.17,deposit
17231,11-09-2019,Alice,138.06,138.06,deposit
17232,11-09-2019,Eve,9.06,-9.06,withdrawal
17233,11-09-2019,David,10.01,10.01,deposit
17234,11-09-2019,Charlie,86.84,-86.84,withdrawal
17235,11-09-2019,Bob,52.3,-52.3,withdrawal
17236,11-09-2019,Charlie,260.2,-260.2,withdrawal
17237,11-09-2019,Bob,68.73,-68.73,withdrawal
17238,11-09-2019,Bob,76.53,-76.53,withdrawal
17239,11-09-2019,Alice,44.35,-44.35,withdrawal
17240,11-09-2019,Alice,14.75,14.75,deposit
17241,11-09-2019,Bob,19.97,19.97,deposit
17242,12-09-2019,Alice,239.79,239.79,deposit
17243,12-09-2019,Alice,9.21,9.21,deposit
17244,12-09-2019,Charlie,35.85,-35.85,withdrawal
17245,12-09-2019,Eve,85.7,-85.7,withdrawal
17246,12-09-2019,Alice,2.04,2.04,deposit
17247,12-09-2019,Charlie,104.39,104.39,deposit
17248,12-09-2019,Charlie,263.89,263.89,deposit
17249,13-09-2019,Bob,79.47,-79.47,withdrawal
17250,13-09-2019,Charlie,215.5,-215.5,withdrawal
17251,13-09-2019,Bob,292.5,-292.5,withdrawal
17252,13-09-2019,Alice,201.87,-201.87,withdrawal
17253,13-09-2019,Alice,248.31,248.31,deposit
17254,13-09-2019,Eve,53.82,-53.82,withdrawal
17255,13-09-2019,Charlie,671.9,671.9,deposit
17256,13-09-2019,David,51.47,51.47,deposit
17257,13-09-2019,Alice,37.29,-37.29,withdrawal
17258,13-09-2019,David,57.49,57.49,deposit
17259,14-09-2019,Eve,22.25,-22.25,withdrawal
17260,14-09-2019,Charlie,296.95,-296.95,withdrawal
17261,14-09-2019,Charlie,715.5,715.5,deposit
17262,14-09-2019,Bob,13.43,-13.43,withdrawal
17263,15-09-2019,David,296.82,-296.82,withdrawal
17264,15-09-2019,David,64.88,64.88,deposit
17265,15-09-2019,Bob,259.38,-259.38,withdrawal
17266,15-09-2019,Bob,10.05,-10.05,withdrawal
17267,15-09-2019,Alice,81.47,-81.47,withdrawal
17268,15-09-2019,Charlie,124.96,124.96,deposit
17269,15-09-2019,Eve,4.18,-4.18,withdrawal
17270,16-09-2019,Alice,39.9,-39.9,withdrawal
17271,16-09-2019,Charlie,36.98,36.98,deposit
17272,16-09-2019,Bob,131.33,131.33,deposit
17273,16-09-2019,Eve,28.58,-28.58,withdrawal
17274,16-09-2019,Bob,755.94,755.94,deposit
17275,17-09-2019,Alice,589.11,-589.11,withdrawal
17276,17-09-2019,Charlie,53.37,53.37,deposit
17277,17-09-2019,David,50.81,-50.81,withdrawal
17278,17-09-2019,Bob,435.95,-435.95,withdrawal
17279,18-09-2019,David,71.2,71.2,deposit
17280,18-09-2019,Charlie,110.08,-110.08,withdrawal
17281,18-09-2019,Charlie,241.78,-241.78,withdrawal
17282,18-09-2019,Charlie,84.33,84.33,deposit
17283,18-09-2019,Eve,465.49,465.49,deposit
17284,18-09-2019,David,177.85,-177.85,withdrawal
17285,18-09-2019,Alice,167.51,167.51,deposit
17286,18-09-2019,David,161.62,-161.62,withdrawal
17287,19-09-2019,David,11,-11,withdrawal
17288,19-09-2019,Bob,169.78,-169.78,withdrawal
17289,19-09-2019,Bob,23.77,23.77,deposit
17290,19-09-2019,Charlie,312.55,-312.55,withdrawal
17291,20-09-2019,Alice,379.91,379.91,deposit
17292,20-09-2019,Bob,261.47,261.47,deposit
17293,20-09-2019,Bob,68.19,-68.19,withdrawal
17294,20-09-2019,Eve,67.39,-67.39,withdrawal
17295,20-09-2019,David,140.52,-140.52,withdrawal
17296,20-09-2019,Bob,1.45,-1.45,withdrawal
17297,20-09-2019,David,331.75,-331.75,withdrawal
17298,21-09-2019,Eve,23.53,23.53,deposit
